SRR8955962	XX	0	SAMPLE_01	1	s3://roda3/SRR8955962_1.fastq.gz	s3://roda3/SRR8955962_2.fastq.gz
SRR8955963	XX	0	SAMPLE_01	1	s3://roda3/SRR8955963_1.fastq.gz	s3://roda3/SRR8955963_2.fastq.gz
